NAME	ALTERNATIVENAMES	SHORTDESCRIPTION	DATEOFBIRTH	PLACEOFBIRTH	DATEOFDEATH	PLACEOFDEATH	LATITUDE	LONGITUDE
Addison, Joseph	 	essayist, poet, playwright, politician	1 May 1672	Milston, Wiltshire	17 June 1719	London	-18.70794	31.1258
Adelaide Of Italy	 	Holy Roman Empress	931	Burgundy (region)|Burgundy, France	December 16, 0999	Selz Abbey|Seltz, Alsace	-20.40451	115.5377
Adeler, Cort	 	Seaman	16 December 1622	Brevik, Norway	5 November 1675		58.43333	14.41667
Adelham, Placid	Adelham, John	Monk, priest, martyr	17th century	Wiltshire, Kingdom of Great Britain	1680s	Newgate, London, Kingdom of Great Britain	-18.70794	31.1258
Adelin, William	 	Duke of Normandy	5 August 1103	Winchester, Hampshire	25 November 1120	near Barfleur, Normandy	-20.43092	27.98273
Adityawarman	 	Indonesian monarch	1294	Trowulan, Majapahit	1375	Batusangkar	-7.5475	112.3888
Adolf William Of Saxe-Eisenach, Duke	 	Duke of Saxe-Eisenach	15 May 1632	Weimar	21 November 1668	Eisenach	-31.885	115.9292
Adolphus Frederick II of Mecklenburg, Duke	Adolf Friedrich II., Herzog zu Mecklenburg (German)	First Duke of Mecklenburg-Strelitz (1701-1708)	19 October 1658	Grabow	12 May 1708		53.2707	11.5659
Adomnan	 	Hagiographer, statesman, clerical lawyer	628	Probably County Donegal, Ireland	704	Iona, Scotland	55	-12.66667
Adrian 06	 	Pope	2 March 1459	Utrecht (city)|Utrecht, Bishopric of Utrecht, Holy Roman Empire	14 September 1523	Rome, Papal States	-27.66667	30.31667
Adrian I	 	Nobleman	700	Rome, Italy	795	?	41.89474	12.4839
Adrian II	 	Pope Pope	792	Rome, Italy	872	???	41.89474	12.4839
Adrian V	 	Pope	between 1210 and 1220	Genoa, Republic of Genoa, Holy Roman Empire	1276	Viterbo, Papal States, Holy Roman Empire	40.17438	-82.89748
Adud Al-Daula	 	Buyid Amir	936	Isfahan, Iran	983	Baghdad (present day Iraq)	32.75084	51.86127
Aebelholt, William Of	 	Danish Roman Catholic saint	1125	Paris, France	1203	Denmark	48.86694	2.78207
Aegidius Of Viterbo	 	Italian Augustinian friar, bishop and cardinal	1470	Viterbo, Papal States	12 November 1532	Rome, Papal States	-24.75333	33.67278
Aelred Of Rievaulx	 	English writer, abbot, and saint	1110	Hexham, Northumberland, England	12 January 1167	Rievaulx, North Riding of Yorkshire, England	-32.8402	151.6929
Aemilianus	 	Roman Emporer	207	Girba, Africa (Roman province)|Africa	253	near Spoletium, Italia (Roman Empire)|Italia (aged 40 or 46)	36.86877	10.33256
Aertsen, Pieter	Lange Pier	painter	1508	Amsterdam	1575	Amsterdam	52.3688	4.89017
Aertsz, Richard	Aertsz, Rijckaert	painter	1482	Wijk aan Zee	May 1577	Antwerp	42.5	1.58333
Aeschines	 	Attic orator; statesman	389 BC	Athens	 	Samos	37.98888	23.73604
Aethelthryth	 	Abbess of Ely	636	Exning, Suffolk	June 23, 0679	Ely, Cambridgeshire|Ely, Cambridgeshire	52.26642	0.37439
Aethelwulf Of Wessex	 	King of Wessex	795	Aachen, Germany	858	Stamridge, Wessex	50.91166	5.77014
Afonso 02 Of Portugal	 	Portuguese monarch	23 April 1185	Coimbra, Kingdom of Portugal	25 March 1223	Coimbra, Kingdom of Portugal	-23.59538	-50.14227
Afonso 05 Of Portugal	 	King of Portugal and the Algarves	15 January 1432	Sintra National Palace, Sintra, Kingdom of Portugal	28 August 1481	Lisbon, Kingdom of Portugal	38.79705	-9.39056
Afonso 06 Of Portugal	 	King of Portugal and the Algarves	21 August 1643	Ribeira Palace, Lisbon, Kingdom of Portugal	12 September 1683	Sintra National Palace|Royal Palace of Sintra, Sintra, Kingdom of Portugal	38.76529	-9.09518
Afonso 1 Of Braganza, Duke	 	1st Duke of Braganza	10 August 1377	Fronteira Municipality|Fronteira, Cabeço de Vide	15 December 1461	Chaves Municipality, Portugal|Chaves	-24.9714	-48.2867
Afonso I	Afonso Henriques	King of Portugal	25 July 1109	Coimbra, Second County of Portugal, Kingdom of León	6 December 1185	Coimbra, Portugal	-23.59538	-50.14227
Afonso III of Portugal	 	King of Portugal	5 May 1210	Coimbra, Kingdom of Portugal	16 February 1279	Alcobaça (Portugal)|Alcobaça, Kingdom of Portugal	5 May 1210	16 February 1279
Afonso IV of Portugal	 	King of Portugal and the Algarve	8 February 1291	Lisbon, Kingdom of Portugal	28 May 1357	Lisbon, Kingdom of Portugal	38.76529	-9.09518
Afonso, Infante Of Portugal, Cardinal	 	Roman Catholic cardinal	1509	Évora, Kingdom of Portugal	1540		38.56667	-7.9
Afonso, Infante, Lord Of Portalegre	 	Portuguese infante	8 February 1263	Lisbon	2 November 1312	Lisbon	38.76529	-9.09518
Africanus, Joannes Leo	al-Wazzan al-Fasi, Hasan bin Muhammed	Moroccan author	1488?	Granada, Spain	1554?	Tunis, Tunisian Republic	-23.53902	-50.59682
Agarde, Arthur	 	English antiquary	1540	Foston, Derbyshire	1615		52.96667	-0.71667
Agatho	 	Pope	6th century	Sicily, Byzantine Empire	10 January 0681	Rome, Byzantine Empire	37.33333	11.33333
Agazzari, Agostino	 	Italian composer and music theorist	2 December 1578	Siena	10 April 1640	Siena	-34.89496	138.53334
Ager, Nikolaus	 	French botanist	1568	Alsace	1634		-28.10212	21.60397
Agerre, Pedro	 	Basque writer	1556	Urdazubi/Urdax	8 April 1644	Sare	42.5	1.58333
Agnellus Of Pisa	 	Friar Minor	1195	Pisa, Republic of Florence	May 7, 1236	Oxford, England	53.22982	21.87245
Agnes Of Bohemia	 	Bohemian princess and Poor Clare nun	20 June 1211	Prague, Bohemia	2 March 1282	Prague, Bohemia	50.10083	14.26
Agnes Of Montepulciano	Segni, Agnese	Dominican nun, wonderworker and saint	28 January 1268	Montepulciano, Papal States	20 April 1317	Montepulciano, Papal States	43.10174	11.78684
Agnes of Assisi	Scifi, Caterina	Poor Clare abbess	1197/98	Assisi, Italy	16 November 1253	Assisi, Italy	-19.49091	-55.00431
Agnes	 	Christian martyr saint	291	Rome, Roman Empire	304	Rome, Roman Empire	41.89474	12.4839
Agobard	Agobard of Lyon	Spanish saint	779	Spain	840		17.1859	-89.01033
Agostini, Leonardo	 	Italian antiquary	1593	Grosseto, near Siena	1669		42.77142	11.10794
Agostini, Lodovico	 	Italian composer, singer	1534	Ferrara, Italy	20 September 1590	Ferrara, Italy	27.33431	-100.15656
Agostino, Paolo	Agostini, Paolo; Augustinus, Paolo	Italian composer and organist	1583	Vallerano	1629		42.38403	12.26347
Agricola, Georg	 	Scholar, scientist	24 March 1494	Glauchau	21 November 1555	Chemnitz	50.82047	12.54278
Agricola, Martin	 	German composer and music theorist	6 January 1486	Swiebodzin|Schwiebus in Lower Silesia	10 June 1556		42.5	1.58333
Agrippa, Heinrich Cornelius	 	Magician, occult writer, theologian, astrologer, alchemist	September 14, 1486	Cologne, Germany	February 18, 1535	Grenoble, France	45.58138	9.94136
Aguilon, Francois D'	Francois d'Aguillon	architect, mathematician, physicist	4 January 1567	Brussels	20 March 1617	Tournai	50.8348	4.33653
Ahmad Al-Mansur	 	Sultan of the Saadi dynasty	1549	Fes, Morocco	25 August 1603	Outskirts of Fes, Morocco	50.14318	35.96076
Ahmad Ibn Hanbal	 	Scholar, theologian	780	Baghdad, Iraq&amp;nbsp;or Merv, Greater Khorasan|Khorasan (now Turkmenistan)	855	Baghdad, Iraq	33.34058	44.40088
Ahmed Pasha, Hafiz	 	Ottoman Grand Vizier	1564	Plovdiv	10 February 1632	Istanbul	42.06781	24.85083
Ahmed Resmi Efendi	 	Ottoman historian	1694	Rethymon, Crete, Greece, Ottoman Empire	1783	Constantinople, Ottoman empire	36	25
Ahmose I	Amosis I	Pharaoh	1560 BC ?	Likely Thebes, Egypt|Thebes	1525 BC ?	Likely buried at Abydos, Egypt|Abydos and later moved to Deir el-Bahri	-19.55048	29.11418
Ahmose, son of Ebana	Ahmose, son of Ibana; Ahmose, son of Abana	Ancient soldier and warrior	16th century BC	Nekheb	16th century BC or 15th century BC	Nekheb	42.5	1.58333
